temperature_C,pressure_mTorr,power_W,flow_sccm,gas,thickness_nm,sheet_resistance_ohm
242.39310798528774,11.49165429097033,95.12089274203291,50.19143812747358,O2,188.517663899145,14.602682149771892
139.59238547476198,5.555150163636229,103.37699668873611,37.88848676904006,N2,130.49954996501444,17.839857116407114
196.04617692477848,5.128786869389568,87.67505802903626,12.380530254342485,O2,159.33737240095633,10.36336094587659
205.81249490331544,16.059054155962457,70.0905143360217,22.948389727399146,Ar,123.9950102069823,16.41694421240203
201.40013862388997,5.1654737238349835,134.52626607554055,9.31282985741162,Ar,193.63320760505437,11.874957608514446
124.43685164420653,9.268652032103548,94.30338097565281,18.30197721077125,N2,100.55974028431181,21.68182364042311
209.17871915224237,14.004590115827252,178.20328177351743,9.195403808401016,Ar,234.71337112846072,10.706020416039477
204.7932087019278,13.317046176393507,207.60444204846766,13.92969291148325,N2,225.04339612962877,12.172963624155834
233.58282335030214,10.855344094740776,103.67755195577446,37.761083435009226,O2,201.62061434201834,12.72065013484075
230.52690486954924,14.912731950822247,151.5597265242457,12.7208136801235,O2,223.17884330428427,12.225885636026504
159.07523118989835,9.453058787263926,141.07610637516234,15.32086456015637,Ar,166.5771735051111,11.937490663032365
218.30709993898307,11.9261669398309,72.01736619792553,50.43197520278755,Ar,149.20665134498105,15.702158701164741
240.0910081358534,15.102666251502978,79.97990117942717,23.766263905943852,Ar,142.1396065455544,17.74785848188126
243.94216372861843,12.849466176207411,201.56471326407762,23.650855452892365,Ar,285.5840032453705,14.148334981330468
134.22684904204988,12.269253867318053,135.8643260532472,12.067355108802937,O2,158.7308081269189,12.352865056064518
114.0053525129427,8.498059579793857,188.73758564896616,45.40873453151604,O2,197.50160350670268,13.344470369046412
207.6211165133343,10.933175329493794,70.65291916386457,39.789730301460864,N2,124.75587908306471,18.538365863896875
142.2014409115645,8.337322623621395,155.17010185284119,33.7152416169324,O2,210.68876419181396,7.545633982937689
194.55645864006038,13.908676084754383,198.449912683985,37.04190356856924,O2,284.94189857828013,6.186118549295328
251.72067947102613,8.086882497828004,198.73057547773664,12.71789254298449,N2,274.47603552621774,17.125369044786563
166.89794363788516,9.465938469111116,60.91558869974584,20.234385141011636,Ar,109.90228649396406,17.365624699264355
147.916182557646,14.087313439965627,143.47521671983606,35.43115124569328,Ar,185.94968975405638,12.07849296707541
178.4765074942804,10.058492775562959,119.040759885081,52.75490110587788,O2,196.30273163341246,8.825656404659865
208.58658699061004,7.408521130911421,181.60672465584787,46.405201277683425,Ar,259.705509958854,8.367107723056465
125.16484517819882,15.229103021910772,71.715039490051,38.1141388546923,Ar,91.43437732974697,23.088589692492302
167.08771452508142,8.095401506126445,102.38824994798958,32.384473204718695,O2,159.49414976587093,11.639355016873937
130.0581783257784,15.515665610791816,190.02284565154687,8.71121230666824,O2,174.4896993586907,12.532828816614856
209.3669332421381,14.563846443179392,135.1289956058944,49.86366457463329,N2,186.728314250463,14.585120854983993
234.58287983947758,9.156621180334636,132.50405143867323,11.142142483356945,O2,229.08388353523432,10.559494779530015
166.52806721131736,13.406255035677244,214.96938369242977,14.06680939220061,O2,235.36091489685364,8.131482955809982
165.75859291616274,2.550235204013413,111.18250597179667,40.57437170660712,O2,179.75722563323106,10.706281848046084
190.92824884211518,8.236774462109395,66.67552938325915,46.17076710445671,Ar,122.70268328203915,15.606083699914706
142.25866694571403,15.765338979137182,122.75213344947312,44.96788120177816,Ar,140.51551570013422,15.97783385942043
147.11143874251565,11.27262972029375,84.5397698511409,29.26299365409964,Ar,108.73477714298787,17.833851985297645
159.47784249236213,10.925213219574365,73.10269699162932,16.32162155034808,O2,121.56722743838688,13.196151569947189
178.6138547207326,12.63582216885676,150.85765708499457,9.659204179255553,Ar,186.9607981205915,11.739688224575964
122.22971904538602,12.842746111588093,212.57209856934406,48.01484167868532,Ar,199.0360487620373,12.875866841663012
222.90982045505086,11.33757201675399,152.7052118842206,53.951780764847776,Ar,239.61492100728864,11.403867203481823
196.85818616438814,8.730068968158871,163.5383276091498,19.474368724844307,N2,213.1655543656938,12.52674114286018
154.95408093357517,4.935739010988744,111.78061786227552,48.70558739762615,Ar,161.55392767060664,12.683076994600631
